Index,Parcel List
11498,24-01-01-1-004-033.000
11499,24-01-01-1-004-034.000
11500,24-01-01-1-004-035.000
11501,24-01-01-1-004-036.000
11502,24-01-01-1-004-037.000
11503,24-01-01-1-004-038.000
11504,24-01-01-1-004-039.000
11505,24-01-01-1-004-040.000
11506,24-01-01-1-004-041.000
11507,24-01-01-1-004-042.000
11508,24-01-01-1-004-043.000
11509,24-01-01-1-004-044.000
11510,24-01-01-1-004-045.000
11511,24-01-01-1-004-046.000
11512,24-01-01-1-004-047.000
11513,24-01-01-1-004-048.000
11514,24-01-01-1-004-049.000
11515,24-01-01-1-004-050.000
11516,24-01-01-1-004-051.000
11517,24-01-01-1-004-051.001
11518,24-01-01-1-004-052.000
11519,24-01-01-1-004-052.001
11520,24-01-01-1-004-052.002
11521,24-01-01-1-004-052.003
11522,24-01-01-1-004-052.004
11523,24-01-01-1-004-052.005
11524,24-01-01-1-004-052.006
11525,24-01-01-1-004-052.007
11526,24-01-01-1-004-052.008
11527,24-01-01-1-004-053.000
11528,24-01-01-1-004-054.000
11529,24-01-01-1-004-054.001
11530,24-01-01-2-000-001.000
11531,24-01-01-2-000-002.000
11532,24-01-01-2-000-003.000
11533,24-01-01-2-000-004.000
11534,24-01-01-2-000-005.000
11535,24-01-01-2-000-006.000
11536,24-01-01-2-000-006.001
11537,24-01-01-2-000-007.000
11538,24-01-01-2-000-008.000
11539,24-01-01-2-000-009.000
11540,24-01-01-2-000-010.000
11541,24-01-01-2-000-011.000
11542,24-01-01-2-000-012.000
11543,24-01-01-2-000-013.000
11544,24-01-01-2-000-014.000
11545,24-01-01-2-000-015.000
11546,24-01-01-2-000-016.000
11547,24-01-01-2-000-017.000
11548,24-01-01-2-000-018.000
11549,24-01-01-2-000-019.000
11550,24-01-01-2-000-020.000
11551,24-01-01-2-000-021.000
11552,24-01-01-2-000-022.000
11553,24-01-01-2-000-023.000
11554,24-01-01-2-000-024.000
11555,24-01-01-2-000-025.000
11556,24-01-01-2-000-026.000
11557,24-01-01-2-000-027.000
11558,24-01-01-2-000-028.000
11559,24-01-01-2-000-029.000
11560,24-01-01-2-000-029.001
11561,24-01-01-2-000-030.000
11562,24-01-01-2-000-031.000
11563,24-01-01-2-000-032.000
11564,24-01-01-2-000-033.000
11565,24-01-01-2-000-034.000
11566,24-01-01-2-000-035.000
11567,24-01-01-2-000-036.000
11568,24-01-01-2-000-037.000
11569,24-01-01-2-000-038.000
11570,24-01-01-2-000-039.000
11571,24-01-01-2-000-040.000
11572,24-01-01-2-000-041.000
11573,24-01-01-2-000-042.000
11574,24-01-01-2-000-043.000
11575,24-01-01-2-000-044.000
11576,24-01-01-2-000-045.000
11577,24-01-01-2-000-046.000
11578,24-01-01-2-000-047.000
11579,24-01-01-2-000-048.000
11580,24-01-01-2-000-048.001
11581,24-01-01-2-000-048.002
11582,24-01-01-2-000-049.000
11583,24-01-01-2-000-050.000
11584,24-01-01-2-000-050.001
11585,24-01-01-2-000-050.002
11586,24-01-01-2-000-051.000
11587,24-01-01-2-000-052.000
11588,24-01-01-2-000-053.000
11589,24-01-01-2-000-054.000
11590,24-01-01-2-000-055.000
11591,24-01-01-2-000-056.000
11592,24-01-01-2-000-057.000
11593,24-01-01-2-000-058.000
11594,24-01-01-2-000-058.002
11595,24-01-01-2-000-059.000
11596,24-01-01-2-000-060.000
11597,24-01-01-2-000-061.000
11598,24-01-01-2-000-061.001
11599,24-01-01-2-000-062.000
11600,24-01-01-2-000-063.000
11601,24-01-01-2-000-064.000
11602,24-01-01-2-000-065.000
11603,24-01-01-2-000-066.000
11604,24-01-01-2-000-067.000
11605,24-01-01-2-000-068.000
11606,24-01-01-2-000-069.000
11607,24-01-01-2-000-070.000
11608,24-01-01-2-000-071.000
11609,24-01-01-2-000-072.000
11610,24-01-01-2-000-073.000
11611,24-01-01-2-000-074.000
11612,24-01-01-2-000-075.000
11613,24-01-01-2-000-075.001
11614,24-01-01-2-000-076.000
11615,24-01-01-2-000-077.000
11616,24-01-01-2-000-078.000
11617,24-01-01-2-000-079.000
11618,24-01-01-2-000-084.000
11619,24-01-01-2-000-084.001
11620,24-01-01-2-000-084.002
11621,24-01-01-2-000-084.003
11622,24-01-01-2-000-084.004
11623,24-01-01-2-000-084.005
11624,24-01-01-2-000-084.006
11625,24-01-01-2-000-084.007
11626,24-01-01-2-000-084.008
11627,24-01-01-2-000-084.009
11628,24-01-01-2-000-084.010
11629,24-01-01-2-000-084.011
11630,24-01-01-2-000-084.012
11631,24-01-01-2-000-084.013
11632,24-01-01-2-000-086.000
11633,24-01-01-2-000-086.001
11634,24-01-01-2-000-087.000
11635,24-01-01-2-000-088.000
11636,24-01-01-2-000-089.000
11637,24-01-01-2-000-090.000
11638,24-01-01-2-000-091.000
11639,24-01-01-2-000-092.000
11640,24-01-01-2-000-092.001
11641,24-01-01-2-000-093.000
11642,24-01-01-2-000-094.000
11643,24-01-01-2-000-094.001
11644,24-01-01-2-000-094.002
11645,24-01-01-2-000-095.000
11646,24-01-01-2-000-096.000
11647,24-01-01-2-000-097.000
11648,24-01-01-2-000-098.000
11649,24-01-01-2-000-098.001
11650,24-01-01-2-000-099.000
11651,24-01-01-2-000-099.001
11652,24-01-01-2-000-100.000
11653,24-01-01-2-000-101.000
11654,24-01-01-2-000-102.000
11655,24-01-01-2-000-103.000
11656,24-01-01-2-000-104.000
11657,24-01-01-2-000-104.001
11658,24-01-01-2-000-105.000
11659,24-01-01-2-000-106.000
11660,24-01-01-2-000-106.001
11661,24-01-01-2-000-108.000
11662,24-01-01-2-000-109.000
11663,24-01-01-2-000-110.000
11664,24-01-01-2-000-111.000
11665,24-01-01-2-000-112.000
11666,24-01-01-2-000-113.000
11667,24-01-01-2-000-114.000
11668,24-01-01-2-000-115.000
11669,24-01-01-2-000-116.000
11670,24-01-01-2-000-117.000
11671,24-01-01-2-000-118.000
11672,24-01-01-2-000-119.000
11673,24-01-01-2-000-119.001
11674,24-01-01-2-000-120.000
11675,24-01-01-2-000-121.000
11676,24-01-01-2-000-122.000
11677,24-01-01-2-000-123.000
11678,24-01-01-2-000-124.000
11679,24-01-01-2-000-125.000
11680,24-01-01-2-000-126.000
11681,24-01-01-2-000-127.000
11682,24-01-01-2-000-128.000
11683,24-01-01-2-000-128.001
11684,24-01-01-2-000-129.000
11685,24-01-01-2-000-130.000
11686,24-01-01-2-000-131.000
11687,24-01-01-2-000-132.000
11688,24-01-01-2-000-133.000
11689,24-01-01-2-000-134.000
11690,24-01-01-2-000-134.001
11691,24-01-01-2-000-135.000
11692,24-01-01-2-000-136.000
11693,24-01-01-2-000-137.000
11694,24-01-01-2-000-138.000
11695,24-01-01-2-000-139.000
11696,24-01-01-2-000-140.000
11697,24-01-01-2-000-141.000
11698,24-01-01-2-000-142.000
11699,24-01-01-2-000-143.000
11700,24-01-01-2-000-144.000
11701,24-01-01-2-000-145.000
11702,24-01-01-2-000-146.000
11703,24-01-01-2-000-146.001
11704,24-01-01-2-000-147.000
11705,24-01-01-2-000-148.000
11706,24-01-01-2-000-149.000
11707,24-01-01-2-000-150.000
11708,24-01-01-2-000-151.000
11709,24-01-01-2-000-152.000
11710,24-01-01-2-000-152.001
11711,24-01-01-2-000-153.000
11712,24-01-01-3-000-001.000
11713,24-01-01-3-000-001.001
11714,24-01-01-3-000-002.000
11715,24-01-01-3-000-002.001
11716,24-01-01-3-000-002.002
11717,24-01-01-3-000-002.003
11718,24-01-01-3-000-002.004
11719,24-01-01-3-000-002.005
11720,24-01-01-3-000-002.006
11721,24-01-01-3-000-002.007
11722,24-01-01-3-000-002.008
11723,24-01-01-3-000-003.000
11724,24-01-01-3-000-004.000
11725,24-01-01-3-000-004.001
11726,24-01-01-3-000-004.002
11727,24-01-01-3-000-004.003
11728,24-01-01-3-000-004.004
11729,24-01-01-3-000-004.005
11730,24-01-01-3-000-005.000
11731,24-01-01-3-000-006.000
11732,24-01-01-3-000-007.000
11733,24-01-01-3-000-008.000
11734,24-01-01-3-000-009.000
11735,24-01-01-3-000-009.001
11736,24-01-01-3-000-009.002
11737,24-01-01-3-000-011.000
11738,24-01-01-3-000-012.000
11739,24-01-01-3-000-012.001
11740,24-01-01-3-000-013.000
11741,24-01-01-3-000-013.001
11742,24-01-01-3-000-013.002
11743,24-01-01-3-000-013.003
11744,24-01-01-3-000-013.004
11745,24-01-01-3-000-014.000
11746,24-01-01-3-000-015.000
11747,24-01-01-3-000-016.000
11748,24-01-01-3-000-017.000
11749,24-01-01-3-000-018.000
11750,24-01-01-3-000-018.001
11751,24-01-01-3-000-018.002
11752,24-01-01-3-000-018.003
11753,24-01-01-3-000-018.004
11754,24-01-01-3-000-018.005
11755,24-01-01-3-000-018.006
11756,24-01-01-3-000-019.000
11757,24-01-01-3-000-019.001
11758,24-01-01-3-000-020.000
11759,24-01-01-3-000-021.000
11760,24-01-01-3-000-022.000
11761,24-01-01-3-000-023.000
11762,24-01-01-3-000-024.000
11763,24-01-01-3-000-025.000
11764,24-01-01-3-000-026.000
11765,24-01-01-3-000-027.000
11766,24-01-01-3-000-028.000
11767,24-01-01-3-000-028.001
11768,24-01-01-3-000-029.000
11769,24-01-01-4-000-001.000
11770,24-01-01-4-000-001.001
11771,24-01-01-4-000-002.000
11772,24-01-01-4-000-003.000
11773,24-01-01-4-000-004.000
11774,24-01-01-4-000-005.000
11775,24-01-01-4-000-005.001
11776,24-01-01-4-000-005.002
11777,24-01-01-4-000-006.000
11778,24-01-01-4-000-007.000
11779,24-01-01-4-000-008.000
11780,24-01-01-4-000-009.000
11781,24-01-01-4-000-010.000
11782,24-01-01-4-000-010.001
11783,24-01-01-4-000-011.000
11784,24-01-01-4-000-012.000
11785,24-01-01-4-000-013.000
11786,24-01-01-4-000-014.000
11787,24-01-01-4-000-015.000
11788,24-01-01-4-000-016.000
11789,24-01-01-4-000-016.002
11790,24-01-01-4-000-017.000
11791,24-01-01-4-000-017.001
11792,24-01-01-4-000-017.002
11793,24-01-01-4-000-018.000
11794,24-01-01-4-000-018.001
11795,24-01-01-4-000-019.000
11796,24-01-01-4-000-020.000
11797,24-01-01-4-000-021.000
11798,24-01-01-4-000-022.000
11799,24-01-01-4-000-023.000
11800,24-01-01-4-000-025.000
11801,24-01-01-4-000-026.000
11802,24-01-01-4-000-027.000
11803,24-01-01-4-000-028.000
11804,24-01-01-4-000-029.000
11805,24-01-01-4-000-030.000
11806,24-01-01-4-000-031.000
11807,24-01-01-4-000-032.000
11808,24-01-01-4-000-033.000
11809,24-01-01-4-000-034.000
11810,24-01-01-4-000-035.000
11811,24-01-01-4-000-036.000
11812,24-01-01-4-000-037.000
11813,24-01-01-4-000-038.000
11814,24-01-01-4-000-039.000
11815,24-01-01-4-000-040.000
11816,24-01-01-4-000-041.000
11817,24-01-01-4-000-042.000
11818,24-01-01-4-000-043.000
11819,24-01-01-4-000-044.000
11820,24-01-01-4-000-045.000
11821,24-01-01-4-000-046.000
11822,24-01-01-4-000-047.000
11823,24-01-01-4-000-048.000
11824,24-01-01-4-000-049.000
11825,24-01-01-4-000-050.000
11826,24-01-01-4-000-051.000
11827,24-01-01-4-000-052.000
11828,24-01-01-4-000-052.001
11829,24-01-01-4-000-053.000
11830,24-01-01-4-000-054.000
11831,24-01-01-4-000-055.000
11832,24-01-01-4-000-055.001
11833,24-01-01-4-000-056.000
11834,24-01-01-4-000-057.000
11835,24-01-01-4-000-058.000
11836,24-01-01-4-000-058.001
11837,24-01-01-4-000-059.000
11838,24-01-01-4-000-059.001
11839,24-01-01-4-000-060.000
11840,24-01-01-4-000-061.000
11841,24-01-01-4-000-062.000
11842,24-01-01-4-000-063.000
11843,24-01-01-4-000-064.000
11844,24-01-01-4-000-065.000
11845,24-01-01-4-000-065.001
11846,24-01-01-4-000-066.000
11847,24-01-01-4-000-067.000
11848,24-01-01-4-000-067.001
11849,24-01-01-4-000-067.002
11850,24-01-01-4-000-067.003
11851,24-01-01-4-000-067.004
11852,24-01-01-4-000-067.005
11853,24-01-01-4-000-067.006
11854,24-01-01-4-000-067.007
11855,24-01-01-4-000-067.008
11856,24-01-01-4-000-068.000
11857,24-01-01-4-000-068.001
11858,24-01-01-4-000-069.000
11859,24-01-01-4-000-070.000
11860,24-01-01-4-000-071.000
11861,24-01-01-4-000-072.000
11862,24-01-01-4-000-073.000
11863,24-01-01-4-000-074.000
11864,24-01-01-4-000-074.001
11865,24-01-01-4-000-074.002
11866,24-01-01-4-000-075.000
11867,24-01-01-4-000-076.000
11868,24-01-02-0-000-001.000
11869,24-01-02-0-000-002.000
11870,24-01-02-0-000-003.000
11871,24-01-02-0-000-004.000
11872,24-01-02-0-000-004.001
11873,24-01-02-0-000-004.002
11874,24-01-02-0-000-004.003
11875,24-01-02-0-000-005.000
11876,24-01-02-0-000-005.001
11877,24-01-02-0-000-006.000
11878,24-01-02-0-000-006.001
11879,24-01-02-0-000-006.003
11880,24-01-02-0-000-006.004
11881,24-01-02-0-000-006.005
11882,24-01-02-0-000-006.006
11883,24-01-02-0-000-006.007
11884,24-01-02-0-000-006.008
11885,24-01-02-0-000-007.000
11886,24-01-02-0-000-007.001
11887,24-01-02-0-000-008.000
11888,24-01-02-0-000-008.001
11889,24-01-02-0-000-008.002
11890,24-01-02-0-000-009.000
11891,24-01-02-0-000-010.000
11892,24-01-02-0-000-011.000
11893,24-01-02-0-000-012.000
11894,24-01-02-0-000-013.000
11895,24-01-02-0-000-014.000
11896,24-01-02-0-000-016.000
11897,24-01-02-0-000-017.000
11898,24-01-02-0-000-019.000
11899,24-01-02-0-000-019.001
11900,24-01-02-0-000-019.002
11901,24-01-02-0-000-019.003
11902,24-01-02-0-000-019.004
11903,24-01-02-0-000-019.005
11904,24-01-02-0-000-019.006
11905,24-01-02-0-000-019.007
11906,24-01-02-0-000-019.008
11907,24-01-02-0-000-019.009
11908,24-01-02-0-000-019.010
11909,24-01-02-0-000-019.011
11910,24-01-02-0-000-019.012
11911,24-01-02-0-000-019.013
11912,24-01-02-0-000-019.014
11913,24-01-02-0-000-019.015
11914,24-01-02-0-000-019.016
11915,24-01-02-0-000-019.017
11916,24-01-02-0-000-019.018
11917,24-01-02-0-000-019.019
11918,24-01-02-0-000-019.020
11919,24-01-02-0-000-019.021
11920,24-01-02-0-000-019.022
11921,24-01-02-0-000-019.023
11922,24-01-02-0-000-020.000
11923,24-01-02-0-000-021.000
11924,24-01-02-0-000-022.000
11925,24-01-02-0-000-023.000
11926,24-01-02-0-000-024.000
11927,24-01-02-0-000-025.000
11928,24-01-02-0-000-026.000
11929,24-01-02-0-000-027.000
11930,24-01-02-0-000-028.000
11931,24-01-02-0-000-029.000
11932,24-01-02-0-000-029.001
11933,24-01-02-0-000-030.000
11934,24-01-02-0-000-031.000
11935,24-01-02-0-000-032.000
11936,24-01-02-0-000-032.001
11937,24-01-02-0-000-032.002
11938,24-01-02-0-000-032.003
11939,24-01-02-0-000-032.004
11940,24-01-02-0-000-032.005
11941,24-01-02-0-000-032.006
11942,24-01-02-0-000-032.007
11943,24-01-02-0-000-032.008
11944,24-01-02-0-000-032.009
11945,24-01-02-0-000-032.010
11946,24-01-02-0-000-032.011
11947,24-01-02-1-000-001.000
11948,24-01-02-1-000-001.001
11949,24-01-02-1-000-002.000
11950,24-01-02-1-000-003.000
11951,24-01-02-1-000-003.001
11952,24-01-02-1-000-004.000
11953,24-01-02-1-000-005.000
11954,24-01-02-1-000-006.000
11955,24-01-02-1-000-007.000
11956,24-01-02-1-000-008.000
11957,24-01-02-1-000-009.000
11958,24-01-02-1-000-009.001
11959,24-01-02-1-000-009.002
11960,24-01-02-1-000-010.000
11961,24-01-02-1-000-011.000
11962,24-01-02-1-000-012.000
11963,24-01-02-1-000-012.001
11964,24-01-02-1-000-013.000
11965,24-01-02-1-000-014.000
11966,24-01-02-1-000-015.000
11967,24-01-02-1-000-016.000
11968,24-01-02-1-000-017.000
11969,24-01-02-1-000-017.001
11970,24-01-02-1-000-018.000
11971,24-01-02-4-000-001.000
11972,24-01-02-4-000-001.001
11973,24-01-02-4-000-002.000
11974,24-01-02-4-000-003.000
11975,24-01-02-4-000-004.000
11976,24-01-02-4-000-005.000
11977,24-01-02-4-000-006.000
11978,24-01-02-4-000-007.000
11979,24-01-02-4-000-008.000
11980,24-01-02-4-000-009.000
11981,24-01-02-4-000-010.000
11982,24-01-02-4-000-011.000
11983,24-01-02-4-000-012.000
11984,24-01-02-4-000-013.000
11985,24-01-02-4-000-013.001
11986,24-01-02-4-000-013.002
11987,24-01-02-4-000-013.003
11988,24-01-02-4-000-013.004
11989,24-01-02-4-000-013.005
11990,24-01-02-4-000-014.000
11991,24-01-02-4-000-015.000
11992,24-01-02-4-000-015.001
11993,24-01-02-4-000-015.002
11994,24-01-02-4-000-015.003
11995,24-01-02-4-000-015.004
11996,24-01-02-4-000-015.005
11997,24-01-02-4-000-015.006
11998,24-01-02-4-000-015.007
11999,24-01-11-0-000-001.000
12000,24-01-11-0-000-001.001
12001,24-01-11-0-000-001.002
12002,24-01-11-0-000-001.003
12003,24-01-11-0-000-001.004
12004,24-01-11-0-000-001.005
12005,24-01-11-0-000-001.006
12006,24-01-11-0-000-001.007
12007,24-01-11-0-000-001.008
12008,24-01-11-0-000-001.009
12009,24-01-11-0-000-001.012
12010,24-01-11-0-000-001.013
12011,24-01-11-0-000-001.014
12012,24-01-11-0-000-002.000
12013,24-01-11-0-000-002.001
12014,24-01-11-0-000-002.002
12015,24-01-11-0-000-002.003
12016,24-01-11-0-000-002.004
12017,24-01-11-0-000-002.005
12018,24-01-11-0-000-002.006
12019,24-01-11-0-000-002.007
12020,24-01-11-0-000-002.008
12021,24-01-11-0-000-002.010
12022,24-01-11-0-000-002.011
12023,24-01-11-0-000-002.012
12024,24-01-11-0-000-002.013
12025,24-01-11-0-000-002.014
12026,24-01-11-0-000-002.015
12027,24-01-11-0-000-002.016
12028,24-01-11-0-000-002.017
12029,24-01-11-0-000-002.018
12030,24-01-11-0-000-002.019
12031,24-01-11-0-000-002.020
12032,24-01-11-0-000-002.021
12033,24-01-11-0-000-003.000
12034,24-01-11-0-000-003.001
12035,24-01-11-0-000-004.000
12036,24-01-11-0-000-005.000
12037,24-01-11-0-000-006.000
12038,24-01-11-0-000-007.000
12039,24-01-11-0-000-008.000
12040,24-01-11-0-000-009.000
12041,24-01-11-0-000-009.001
12042,24-01-11-0-000-009.002
12043,24-01-11-0-000-010.000
12044,24-01-11-0-000-011.000
12045,24-01-11-0-000-012.000
12046,24-01-11-0-000-014.000
12047,24-01-11-0-000-014.001
12048,24-01-11-0-000-015.000
12049,24-01-11-0-000-015.001
12050,24-01-11-0-000-016.000
12051,24-01-11-0-000-017.000
12052,24-01-11-0-000-017.001
12053,24-01-11-0-000-017.002
12054,24-01-12-0-000-001.000
12055,24-01-12-0-000-002.000
12056,24-01-12-0-000-002.001
12057,24-01-12-0-000-002.002
12058,24-01-12-0-000-003.000
12059,24-01-12-0-000-004.000
12060,24-01-12-0-000-005.000
12061,24-01-12-0-000-006.000
12062,24-01-12-0-000-007.000
12063,24-01-12-0-000-008.000
12064,24-01-12-0-000-008.001
12065,24-01-12-0-000-008.002
12066,24-01-12-0-000-008.003
12067,24-01-12-0-000-009.000
12068,24-01-12-0-000-010.000
12069,24-01-12-0-000-011.000
12070,24-02-03-0-000-001.000
12071,24-02-03-0-000-001.001
12072,24-02-03-0-000-001.002
12073,24-02-03-0-000-001.003
12074,24-02-03-0-000-001.004
12075,24-02-03-0-000-001.005
12076,24-02-03-0-000-001.006
12077,24-02-03-0-000-001.007
12078,24-02-03-0-000-002.000
12079,24-02-03-0-000-003.000
12080,24-02-03-0-000-004.000
12081,24-02-03-0-000-004.001
12082,24-02-03-0-000-004.002
12083,24-02-03-0-000-004.003
12084,24-02-03-0-000-005.000
12085,24-02-03-0-000-005.001
12086,24-02-03-0-000-006.000
12087,24-02-03-0-000-006.001
12088,24-02-03-0-000-007.000
12089,24-02-03-0-000-008.000
12090,24-02-03-0-000-009.000
12091,24-02-03-0-000-010.000
12092,24-02-03-0-000-010.002
12093,24-02-03-0-000-010.003
12094,24-02-03-0-000-011.002
12095,24-02-03-0-000-012.000
12096,24-02-03-0-000-012.001
12097,24-02-03-0-000-012.002
12098,24-02-03-0-000-012.003
12099,24-02-03-0-000-012.004
12100,24-02-03-0-000-012.005
12101,24-02-03-0-000-013.000
12102,24-02-03-0-000-014.000
12103,24-02-03-0-000-015.000
12104,24-02-03-0-000-016.000
12105,24-02-03-0-000-017.000
12106,24-02-03-0-000-018.000
12107,24-02-03-0-000-019.000
12108,24-02-03-0-000-020.000
12109,24-02-03-0-000-020.001
12110,24-02-03-0-000-020.002
12111,24-02-03-0-000-020.003
12112,24-02-03-0-000-020.004
12113,24-02-03-0-000-020.005
12114,24-02-03-0-000-020.006
12115,24-02-03-0-000-020.008
12116,24-02-03-0-000-020.009
12117,24-02-03-0-000-020.010
12118,24-02-03-0-000-020.011
12119,24-02-03-0-000-020.012
12120,24-02-03-0-000-020.014
12121,24-02-03-0-000-021.000
12122,24-02-03-0-000-021.001
12123,24-02-03-0-000-021.002
12124,24-02-03-0-000-021.003
12125,24-02-03-0-000-021.004
12126,24-02-03-0-000-022.000
12127,24-02-03-0-000-022.001
12128,24-02-03-0-000-022.002
12129,24-02-03-0-000-024.000
12130,24-02-03-0-000-025.000
12131,24-02-03-0-000-027.000
12132,24-02-03-0-000-029.000
12133,24-02-03-0-000-030.000
12134,24-02-03-0-000-032.000
12135,24-02-03-0-000-033.000
12136,24-02-03-0-000-034.000
12137,24-02-03-0-000-035.000
12138,24-02-03-0-000-036.000
12139,24-02-03-0-000-037.000
12140,24-02-03-0-000-038.000
12141,24-02-03-0-000-039.000
12142,24-02-03-0-000-040.000
12143,24-02-03-0-000-041.000
12144,24-02-03-0-000-042.000
12145,24-02-03-0-000-043.000
12146,24-02-03-0-000-044.000
12147,24-02-03-0-000-045.000
12148,24-02-03-0-000-046.000
12149,24-02-03-0-000-047.000
12150,24-02-03-0-000-048.000
12151,24-02-03-0-000-049.000
12152,24-02-03-0-000-050.000
12153,24-02-03-0-000-051.000
12154,24-02-03-0-000-052.000
12155,24-02-03-0-000-053.000
12156,24-02-03-0-000-054.000
12157,24-02-03-0-000-055.000
12158,24-02-03-0-000-056.000
12159,24-02-03-0-000-057.000
12160,24-02-03-0-000-058.000
12161,24-02-03-0-000-059.000
12162,24-02-03-0-000-060.000
12163,24-02-03-0-000-061.000
12164,24-02-03-0-000-062.000
12165,24-02-03-0-000-064.000
12166,24-02-03-0-000-065.000
12167,24-02-03-0-000-066.000
12168,24-02-03-0-000-067.000
12169,24-02-04-0-000-001.000
12170,24-02-04-0-000-002.000
12171,24-02-04-0-000-002.002
12172,24-02-04-0-000-002.003
12173,24-02-04-0-000-002.004
12174,24-02-04-0-000-002.006
12175,24-02-04-0-000-002.007
12176,24-02-04-0-000-002.009
12177,24-02-04-0-000-002.011
12178,24-02-04-0-000-002.012
12179,24-02-04-0-000-002.013
12180,24-02-04-0-000-002.014
12181,24-02-04-0-000-002.015
12182,24-02-04-0-000-002.016
12183,24-02-04-0-000-002.017
12184,24-02-04-0-000-002.018
12185,24-02-04-0-000-002.019
12186,24-02-04-0-000-002.020
12187,24-02-04-0-000-003.000
12188,24-02-04-0-000-004.000
12189,24-02-04-0-000-006.000
12190,24-02-04-0-000-008.000
12191,24-02-04-0-000-008.001
12192,24-02-04-0-000-008.002
12193,24-02-04-0-000-008.003
12194,24-02-04-0-000-008.004
12195,24-02-04-0-000-008.005
12196,24-02-04-0-000-008.006
12197,24-02-04-0-000-008.007
12198,24-02-04-0-000-008.008
12199,24-02-04-0-000-008.009
12200,24-02-04-0-000-008.010
12201,24-02-04-0-000-008.011
12202,24-02-04-0-000-009.000
12203,24-02-04-0-000-009.001
12204,24-02-04-0-000-009.002
12205,24-02-04-0-000-009.003
12206,24-02-04-0-000-009.004
12207,24-02-04-0-000-009.005
12208,24-02-04-0-000-009.006
12209,24-02-04-0-000-009.007
12210,24-02-04-0-000-009.008
12211,24-02-04-0-000-009.009
12212,24-02-04-0-000-009.010
12213,24-02-04-0-000-009.011
12214,24-02-04-0-000-010.000
12215,24-02-04-0-000-010.001
12216,24-02-04-0-000-010.002
12217,24-02-04-0-000-010.003
12218,24-02-04-0-000-010.004
12219,24-02-04-0-000-010.005
12220,24-02-04-0-000-010.006
12221,24-02-04-0-000-010.007
12222,24-02-04-0-000-010.008
12223,24-02-04-0-000-010.009
12224,24-02-04-0-000-010.010
12225,24-02-04-0-000-010.011
12226,24-02-04-0-000-010.012
12227,24-02-04-0-000-010.013
12228,24-02-04-0-000-010.014
12229,24-02-04-0-000-010.015
12230,24-02-04-0-000-010.016
12231,24-02-04-0-000-010.017
12232,24-02-04-0-000-011.000
12233,24-02-04-0-000-012.000
12234,24-02-04-0-000-012.001
12235,24-02-04-0-000-012.002
12236,24-02-04-0-000-012.003
12237,24-02-04-0-000-012.004
12238,24-02-04-0-000-013.000
12239,24-02-04-0-000-013.001
12240,24-02-04-0-000-014.000
12241,24-02-04-0-000-015.000
12242,24-02-04-0-000-016.000
12243,24-02-04-0-000-016.001
12244,24-02-04-0-000-017.000
12245,24-02-04-0-000-018.000
12246,24-02-04-0-000-018.001
12247,24-02-04-0-000-018.002
12248,24-02-04-0-000-018.003
12249,24-02-04-0-000-018.004
12250,24-02-04-0-000-019.000
12251,24-02-04-0-000-019.001
12252,24-02-04-0-000-019.002
12253,24-02-04-0-000-020.000
12254,24-02-04-0-000-021.000
12255,24-02-04-0-000-022.000
12256,24-02-04-0-000-023.000
12257,24-02-04-0-000-023.001
12258,24-02-04-0-000-024.000
12259,24-02-04-0-000-025.000
12260,24-02-04-0-000-025.001
12261,24-02-04-0-000-026.000
12262,24-02-04-0-000-026.001
12263,24-02-04-0-000-026.002
12264,24-02-04-0-000-026.003
12265,24-02-04-0-000-026.004
12266,24-02-04-0-000-026.005
12267,24-02-04-0-000-026.006
12268,24-02-04-0-000-026.007
12269,24-02-04-0-000-026.008
12270,24-02-04-0-000-026.009
12271,24-02-04-0-000-026.010
12272,24-02-04-0-000-026.011
12273,24-02-04-0-000-026.012
12274,24-02-04-0-000-026.013
12275,24-02-04-0-000-026.014
12276,24-02-04-0-000-027.000
12277,24-02-04-0-000-028.000
12278,24-02-04-0-000-029.000
12279,24-02-04-0-000-030.000
12280,24-02-04-0-000-031.000
12281,24-02-09-0-000-001.000
12282,24-02-09-0-000-001.001
12283,24-02-09-0-000-001.002
12284,24-02-09-0-000-001.003
12285,24-02-09-0-000-001.004
12286,24-02-09-0-000-001.005
12287,24-02-09-0-000-002.000
12288,24-02-09-0-000-002.001
12289,24-02-09-0-000-002.002
12290,24-02-09-0-000-003.000
12291,24-02-09-0-000-004.000
12292,24-02-09-0-000-006.000
12293,24-02-09-0-000-007.000
12294,24-02-09-0-000-007.001
12295,24-02-09-0-000-007.002
12296,24-02-09-0-000-008.000
12297,24-02-09-0-000-008.001
12298,24-02-09-0-000-009.000
12299,24-02-09-0-000-010.000
12300,24-02-09-0-000-011.000
12301,24-02-09-0-000-012.000
12302,24-02-09-0-000-012.001
12303,24-02-09-0-000-013.000
12304,24-02-09-0-000-014.000
12305,24-02-09-0-000-015.001
12306,24-02-09-0-000-016.000
12307,24-02-09-0-000-016.001
12308,24-02-09-0-000-017.000
12309,24-02-09-0-000-017.001
12310,24-02-09-0-000-018.000
12311,24-02-09-0-000-018.001
12312,24-02-09-0-000-018.002
12313,24-02-09-0-000-018.003
12314,24-02-09-0-000-018.004
12315,24-02-09-0-000-019.000
12316,24-02-09-0-000-020.000
12317,24-02-09-0-000-020.001
12318,24-02-09-0-000-020.002
12319,24-02-09-0-000-020.003
12320,24-02-09-0-000-021.000
