Index,Parcel List
2103,19-06-13-2-000-003.010
2104,19-06-13-2-000-003.011
2105,19-06-13-2-000-003.012
2106,19-06-13-2-000-003.013
2107,19-06-13-2-000-003.014
2108,19-06-13-2-000-003.015
2109,19-06-13-2-000-003.016
2110,19-06-13-2-000-003.017
2111,19-06-13-2-000-003.018
2112,19-06-13-2-000-003.019
2113,19-06-13-2-000-003.020
2114,19-06-13-2-000-003.021
2115,19-06-13-2-000-003.022
2116,19-06-13-2-000-003.024
2117,19-06-13-2-000-003.026
2118,19-06-13-2-000-003.027
2119,19-06-13-2-000-003.028
2120,19-06-13-2-000-004.000
2121,19-06-13-2-000-005.000
2122,19-06-13-2-000-006.000
2123,19-06-13-2-000-007.000
2124,19-06-13-2-000-008.000
2125,19-06-13-2-000-009.000
2126,19-06-13-2-000-010.000
2127,19-06-13-2-000-011.000
2128,19-06-13-2-000-012.000
2129,19-06-13-2-000-013.000
2130,19-06-13-2-000-014.000
2131,19-06-13-2-000-015.000
2132,19-06-13-2-000-016.000
2133,19-06-13-2-000-017.000
2134,19-06-13-2-000-018.000
2135,19-06-13-2-000-019.000
2136,19-06-13-2-000-020.000
2137,19-06-13-2-000-021.000
2138,19-06-13-2-000-022.000
2139,19-06-13-2-000-023.000
2140,19-06-13-2-000-024.000
2141,19-06-13-2-000-025.000
2142,19-06-13-2-000-026.000
2143,19-06-13-2-000-027.000
2144,19-06-13-2-000-027.001
2145,19-06-13-2-000-028.000
2146,19-06-13-2-000-029.000
2147,19-06-13-2-000-030.000
2148,19-06-13-2-000-031.000
2149,19-06-13-2-000-032.000
2150,19-06-13-2-000-033.000
2151,19-06-13-2-000-034.000
2152,19-06-13-2-000-035.000
2153,19-06-13-2-000-035.002
2154,19-06-13-2-000-035.003
2155,19-06-13-2-000-035.004
2156,19-06-13-2-000-035.005
2157,19-06-13-2-000-036.000
2158,19-06-13-2-000-036.001
2159,19-06-13-2-000-036.002
2160,19-06-13-2-000-036.003
2161,19-06-13-2-000-037.000
2162,19-06-13-2-000-038.000
2163,19-06-13-2-000-038.001
2164,19-06-13-2-000-038.002
2165,19-06-13-2-000-038.003
2166,19-06-13-2-000-038.004
2167,19-06-13-2-000-039.000
2168,19-06-13-2-000-040.000
2169,19-06-13-2-000-040.001
2170,19-06-13-2-000-041.000
2171,19-06-13-2-000-042.000
2172,19-06-13-2-000-042.001
2173,19-06-13-2-000-043.000
2174,19-06-13-2-000-043.001
2175,19-06-13-2-000-043.002
2176,19-06-13-2-000-043.003
2177,19-06-13-2-000-043.004
2178,19-06-13-2-000-044.000
2179,19-06-13-2-000-044.001
2180,19-06-13-2-000-045.000
2181,19-06-13-2-000-045.001
2182,19-06-13-3-001-001.000
2183,19-06-13-3-001-001.001
2184,19-06-13-3-001-001.002
2185,19-06-13-3-001-001.003
2186,19-06-13-3-001-001.004
2187,19-06-13-3-001-001.005
2188,19-06-13-3-001-001.006
2189,19-06-13-3-001-001.007
2190,19-06-13-3-001-001.008
2191,19-06-13-3-001-001.009
2192,19-06-13-3-001-001.010
2193,19-06-13-3-001-001.011
2194,19-06-13-3-001-001.012
2195,19-06-13-3-001-001.013
2196,19-06-13-3-001-001.014
2197,19-06-13-3-001-001.015
2198,19-06-13-3-001-001.016
2199,19-06-13-3-001-001.017
2200,19-06-13-3-001-001.018
2201,19-06-13-3-001-001.019
2202,19-06-13-3-001-001.020
2203,19-06-13-3-001-001.021
2204,19-06-13-3-001-001.022
2205,19-06-13-3-001-001.023
2206,19-06-13-3-001-001.024
2207,19-06-13-3-001-001.025
2208,19-06-13-3-001-001.026
2209,19-06-13-3-001-002.000
2210,19-06-13-3-001-002.001
2211,19-06-13-3-001-003.000
2212,19-06-13-3-001-003.001
2213,19-06-13-3-001-003.002
2214,19-06-13-3-001-004.000
2215,19-06-13-3-001-005.000
2216,19-06-13-3-001-006.000
2217,19-06-13-3-001-007.000
2218,19-06-13-3-001-008.000
2219,19-06-13-3-001-009.000
2220,19-06-13-3-001-010.000
2221,19-06-13-3-001-011.000
2222,19-06-13-3-001-012.000
2223,19-06-13-3-001-013.000
2224,19-06-13-3-001-014.000
2225,19-06-13-3-001-015.000
2226,19-06-13-3-001-016.000
2227,19-06-13-3-001-017.000
2228,19-06-13-3-001-018.000
2229,19-06-13-3-001-019.000
2230,19-06-13-3-001-020.000
2231,19-06-13-3-001-020.001
2232,19-06-13-3-001-021.000
2233,19-06-13-3-002-001.000
2234,19-06-13-3-002-002.000
2235,19-06-13-3-002-003.000
2236,19-06-13-3-002-004.000
2237,19-06-13-3-002-005.000
2238,19-06-13-3-002-006.000
2239,19-06-13-3-002-007.000
2240,19-06-13-3-002-008.000
2241,19-06-13-3-002-009.000
2242,19-06-13-3-002-010.000
2243,19-06-13-3-002-011.000
2244,19-06-13-3-002-012.000
2245,19-06-13-3-002-013.000
2246,19-06-13-3-002-014.000
2247,19-06-13-3-002-015.000
2248,19-06-13-3-002-016.000
2249,19-06-13-3-002-017.000
2250,19-06-13-3-002-018.000
2251,19-06-13-3-002-019.000
2252,19-06-13-3-002-020.000
2253,19-06-13-3-002-021.000
2254,19-06-13-3-002-022.000
2255,19-06-13-3-002-023.000
2256,19-06-13-3-002-024.000
2257,19-06-13-3-002-025.000
2258,19-06-13-3-002-026.000
2259,19-06-13-3-002-027.000
2260,19-06-13-3-002-028.000
2261,19-06-13-3-002-029.000
2262,19-06-13-3-002-030.000
2263,19-06-13-3-002-031.000
2264,19-06-13-3-002-032.000
2265,19-06-13-3-002-033.000
2266,19-06-13-3-002-034.000
2267,19-06-13-3-002-034.001
2268,19-06-13-3-002-035.000
2269,19-06-13-3-002-036.000
2270,19-06-13-3-002-037.000
2271,19-06-13-3-002-038.000
2272,19-06-13-3-002-039.000
2273,19-06-13-3-002-040.000
2274,19-06-13-3-002-041.000
2275,19-06-13-3-002-042.000
2276,19-06-13-3-002-043.000
2277,19-06-13-3-002-044.000
2278,19-06-13-3-002-045.000
2279,19-06-13-3-002-046.000
2280,19-06-13-3-002-046.001
2281,19-06-13-3-002-047.000
2282,19-06-13-3-002-048.000
2283,19-06-13-3-002-049.000
2284,19-06-13-3-002-050.000
2285,19-06-13-3-002-051.000
2286,19-06-13-3-002-052.000
2287,19-06-13-3-002-053.000
2288,19-06-13-3-002-054.000
2289,19-06-13-3-002-055.000
2290,19-06-13-3-002-056.000
2291,19-06-13-3-002-057.000
2292,19-06-13-3-002-058.000
2293,19-06-13-3-002-059.000
2294,19-06-13-3-002-060.000
2295,19-06-13-3-002-061.000
2296,19-06-13-3-002-062.000
2297,19-06-13-3-002-063.000
2298,19-06-13-3-002-064.000
2299,19-06-13-3-002-065.000
2300,19-06-13-3-002-066.000
2301,19-06-13-3-002-066.001
2302,19-06-13-3-002-066.002
2303,19-06-13-3-002-066.003
2304,19-06-13-3-002-066.004
2305,19-06-13-3-002-066.005
2306,19-06-13-3-002-066.006
2307,19-06-13-3-002-066.007
2308,19-06-13-3-002-066.008
2309,19-06-13-3-002-066.009
2310,19-06-13-3-002-066.010
2311,19-06-13-3-002-066.011
2312,19-06-13-3-002-066.012
2313,19-06-13-3-002-066.013
2314,19-06-13-3-002-066.014
2315,19-06-13-3-002-066.015
2316,19-06-13-3-002-066.016
2317,19-06-13-3-002-066.017
2318,19-06-13-3-002-066.018
2319,19-06-13-3-002-066.019
2320,19-06-13-3-002-066.020
2321,19-06-13-3-002-066.021
2322,19-06-13-3-002-066.022
2323,19-06-13-3-002-066.023
2324,19-06-13-3-002-066.024
2325,19-06-13-3-002-067.000
2326,19-06-13-3-002-067.001
2327,19-06-13-3-002-068.000
2328,19-06-13-3-002-069.000
2329,19-06-13-3-002-070.000
2330,19-06-13-3-002-071.000
2331,19-06-13-3-002-072.000
2332,19-06-13-3-002-073.000
2333,19-06-13-3-002-073.001
2334,19-06-13-3-002-074.000
2335,19-06-13-3-002-075.000
2336,19-06-13-3-002-076.000
2337,19-06-13-3-002-076.001
2338,19-06-13-3-002-076.002
2339,19-06-13-3-002-076.003
2340,19-06-13-3-002-076.004
2341,19-06-13-3-002-076.005
2342,19-06-13-3-002-077.001
2343,19-06-13-3-002-077.002
2344,19-06-13-3-002-077.003
2345,19-06-13-3-002-078.000
2346,19-06-13-3-002-079.000
2347,19-06-13-3-002-082.000
2348,19-06-13-3-002-082.001
2349,19-06-13-3-002-082.002
2350,19-06-13-3-002-082.003
2351,19-06-13-3-002-082.004
2352,19-06-13-3-002-082.005
2353,19-06-13-3-002-082.006
2354,19-06-13-3-002-082.010
2355,19-06-13-3-002-082.011
2356,19-06-13-3-002-082.012
2357,19-06-13-3-002-082.013
2358,19-06-13-4-000-001.000
2359,19-06-13-4-000-002.000
2360,19-06-13-4-000-003.000
2361,19-06-13-4-000-003.001
2362,19-06-13-4-000-003.002
2363,19-06-13-4-000-004.000
2364,19-06-13-4-000-004.002
2365,19-06-13-4-000-005.000
2366,19-06-13-4-000-006.000
2367,19-06-13-4-000-006.001
2368,19-06-13-4-000-007.000
2369,19-06-13-4-000-008.000
2370,19-06-13-4-000-008.001
2371,19-06-13-4-000-008.002
2372,19-06-13-4-000-009.000
2373,19-06-13-4-000-010.000
2374,19-06-13-4-000-010.001
2375,19-06-13-4-000-011.000
2376,19-06-13-4-000-012.000
2377,19-06-13-4-000-014.000
2378,19-06-13-4-000-015.000
2379,19-06-13-4-000-015.001
2380,19-06-13-4-000-015.002
2381,19-06-13-4-000-015.003
2382,19-06-14-1-000-001.000
2383,19-06-14-1-000-002.000
2384,19-06-14-1-000-002.001
2385,19-06-14-1-000-003.000
2386,19-06-14-1-000-004.000
2387,19-06-14-1-000-005.000
2388,19-06-14-1-000-006.000
2389,19-06-14-1-000-007.000
2390,19-06-14-1-000-008.000
2391,19-06-14-1-000-009.000
2392,19-06-14-1-000-010.000
2393,19-06-14-1-000-011.000
2394,19-06-14-1-000-012.000
2395,19-06-14-1-000-013.000
2396,19-06-14-1-000-014.000
2397,19-06-14-1-000-015.000
2398,19-06-14-1-000-015.001
2399,19-06-14-1-000-015.002
2400,19-06-14-1-000-015.003
2401,19-06-14-1-000-015.004
2402,19-06-14-1-000-015.005
2403,19-06-14-1-000-015.006
2404,19-06-14-1-000-015.008
2405,19-06-14-1-000-015.009
2406,19-06-14-1-000-015.010
2407,19-06-14-1-000-015.013
2408,19-06-14-1-000-015.014
2409,19-06-14-1-000-015.015
2410,19-06-14-1-000-015.016
2411,19-06-14-1-000-015.017
2412,19-06-14-1-000-015.018
2413,19-06-14-1-000-015.019
2414,19-06-14-1-000-015.020
2415,19-06-14-1-000-015.021
2416,19-06-14-1-000-015.022
2417,19-06-14-1-000-015.023
2418,19-06-14-1-000-015.024
2419,19-06-14-1-000-015.025
2420,19-06-14-1-000-016.000
2421,19-06-14-1-000-017.000
2422,19-06-14-1-000-018.000
2423,19-06-14-1-000-019.000
2424,19-06-14-1-000-020.000
2425,19-06-14-1-000-021.000
2426,19-06-14-1-000-022.000
2427,19-06-14-1-000-023.000
2428,19-06-14-1-000-024.000
2429,19-06-14-1-000-025.000
2430,19-06-14-1-000-026.000
2431,19-06-14-1-000-027.000
2432,19-06-14-1-000-027.001
2433,19-06-14-1-000-028.000
2434,19-06-14-1-000-029.000
2435,19-06-14-1-000-030.000
2436,19-06-14-1-000-031.000
2437,19-06-14-1-000-031.001
2438,19-06-14-1-000-032.000
2439,19-06-14-1-000-033.000
2440,19-06-14-1-000-034.000
2441,19-06-14-1-000-034.001
2442,19-06-14-1-000-034.002
2443,19-06-14-1-000-034.003
2444,19-06-14-1-000-034.004
2445,19-06-14-1-000-034.005
2446,19-06-14-1-000-034.006
2447,19-06-14-1-000-034.007
2448,19-06-14-1-000-035.000
2449,19-06-14-1-000-036.000
2450,19-06-14-1-000-037.000
2451,19-06-14-1-000-038.000
2452,19-06-14-1-000-039.000
2453,19-06-14-1-000-040.000
2454,19-06-14-1-000-041.000
2455,19-06-14-1-000-042.000
2456,19-06-14-1-000-043.000
2457,19-06-14-1-000-044.000
2458,19-06-14-1-000-044.001
2459,19-06-14-1-000-045.000
2460,19-06-14-1-000-046.000
2461,19-06-14-1-000-047.000
2462,19-06-14-1-000-048.000
2463,19-06-14-1-000-049.000
2464,19-06-14-1-000-050.000
2465,19-06-14-1-000-051.000
2466,19-06-14-1-000-052.000
2467,19-06-14-2-001-001.000
2468,19-06-14-2-001-002.000
2469,19-06-14-2-001-002.001
2470,19-06-14-2-001-002.002
2471,19-06-14-2-001-002.003
2472,19-06-14-2-001-002.004
2473,19-06-14-2-001-002.005
2474,19-06-14-2-001-002.006
2475,19-06-14-2-001-002.007
2476,19-06-14-2-001-002.008
2477,19-06-14-2-001-002.009
2478,19-06-14-2-001-002.010
2479,19-06-14-2-001-002.011
2480,19-06-14-2-001-002.012
2481,19-06-14-2-001-002.013
2482,19-06-14-2-001-002.014
2483,19-06-14-2-001-002.015
2484,19-06-14-2-001-002.016
2485,19-06-14-2-001-002.017
2486,19-06-14-2-001-003.000
2487,19-06-14-2-001-003.001
2488,19-06-14-2-001-003.002
2489,19-06-14-2-001-003.003
2490,19-06-14-2-001-004.000
2491,19-06-14-2-001-005.000
2492,19-06-14-2-001-006.000
2493,19-06-14-2-001-007.000
2494,19-06-14-2-001-008.000
2495,19-06-14-2-001-009.000
2496,19-06-14-2-001-010.000
2497,19-06-14-2-001-011.000
2498,19-06-14-2-001-012.000
2499,19-06-14-2-001-013.000
2500,19-06-14-2-001-014.000
2501,19-06-14-2-001-015.000
2502,19-06-14-2-001-016.000
2503,19-06-14-2-001-017.000
2504,19-06-14-2-001-018.000
2505,19-06-14-2-001-019.000
2506,19-06-14-2-001-020.000
2507,19-06-14-2-001-021.000
2508,19-06-14-2-001-022.000
2509,19-06-14-2-001-023.000
2510,19-06-14-2-001-024.000
2511,19-06-14-2-001-025.000
2512,19-06-14-2-001-026.000
2513,19-06-14-2-001-027.000
2514,19-06-14-2-001-028.000
2515,19-06-14-2-001-029.000
2516,19-06-14-2-001-030.000
2517,19-06-14-2-001-031.000
2518,19-06-14-2-001-032.000
2519,19-06-14-2-001-033.000
2520,19-06-14-2-001-034.000
2521,19-06-14-2-001-035.000
2522,19-06-14-2-001-036.000
2523,19-06-14-2-001-037.000
2524,19-06-14-2-001-038.001
2525,19-06-14-2-001-040.000
2526,19-06-14-2-001-042.000
2527,19-06-14-2-001-043.000
2528,19-06-14-2-001-043.001
2529,19-06-14-2-001-044.000
2530,19-06-14-2-001-045.000
2531,19-06-14-2-001-046.000
2532,19-06-14-2-001-047.000
2533,19-06-14-2-001-048.000
2534,19-06-14-2-001-049.000
2535,19-06-14-2-001-049.001
2536,19-06-14-2-001-049.002
2537,19-06-14-2-001-050.000
2538,19-06-14-2-001-051.000
2539,19-06-14-2-001-052.000
2540,19-06-14-2-001-053.000
2541,19-06-14-2-001-054.000
2542,19-06-14-2-001-055.001
2543,19-06-14-2-001-055.002
2544,19-06-14-2-001-055.003
2545,19-06-14-2-001-056.000
2546,19-06-14-2-001-057.000
2547,19-06-14-2-001-058.000
2548,19-06-14-2-001-059.000
2549,19-06-14-2-001-060.000
2550,19-06-14-2-001-061.000
2551,19-06-14-2-001-062.000
2552,19-06-14-2-001-063.000
2553,19-06-14-2-001-064.000
2554,19-06-14-2-001-065.000
2555,19-06-14-2-001-066.000
2556,19-06-14-2-001-067.000
2557,19-06-14-2-001-068.000
2558,19-06-14-2-001-069.000
2559,19-06-14-2-001-069.001
2560,19-06-14-2-001-069.002
2561,19-06-14-2-001-069.003
2562,19-06-14-2-001-069.004
2563,19-06-14-2-001-069.005
2564,19-06-14-2-001-069.006
2565,19-06-14-2-001-069.007
2566,19-06-14-2-001-069.008
2567,19-06-14-2-001-069.014
2568,19-06-14-2-001-069.016
2569,19-06-14-2-001-069.017
2570,19-06-14-2-001-069.018
2571,19-06-14-2-001-069.019
2572,19-06-14-2-001-069.020
2573,19-06-14-2-001-069.021
2574,19-06-14-2-001-069.022
2575,19-06-14-2-001-069.023
2576,19-06-14-2-001-069.024
2577,19-06-14-2-001-069.025
2578,19-06-14-2-001-069.026
2579,19-06-14-2-001-069.028
2580,19-06-14-2-001-069.029
2581,19-06-14-2-001-070.000
2582,19-06-14-2-001-071.000
2583,19-06-14-2-001-072.000
2584,19-06-14-2-001-072.001
2585,19-06-14-2-001-072.002
2586,19-06-14-2-001-072.003
2587,19-06-14-2-001-072.004
2588,19-06-14-2-001-072.005
2589,19-06-14-2-001-072.006
2590,19-06-14-2-001-072.007
2591,19-06-14-2-001-072.008
2592,19-06-14-2-001-072.009
2593,19-06-14-2-001-072.010
2594,19-06-14-2-001-073.000
2595,19-06-14-2-002-001.000
2596,19-06-14-2-002-002.000
2597,19-06-14-2-002-002.001
2598,19-06-14-2-002-003.000
2599,19-06-14-2-002-004.000
2600,19-06-14-2-002-005.000
2601,19-06-14-2-002-006.000
2602,19-06-14-2-002-007.000
2603,19-06-14-2-002-008.000
2604,19-06-14-2-002-010.000
2605,19-06-14-2-002-011.000
2606,19-06-14-2-002-012.000
2607,19-06-14-2-002-013.000
2608,19-06-14-2-002-013.001
2609,19-06-14-2-002-014.000
2610,19-06-14-2-002-015.000
2611,19-06-14-2-002-016.000
2612,19-06-14-2-002-016.001
2613,19-06-14-2-002-017.000
2614,19-06-14-2-002-018.000
2615,19-06-14-2-002-019.000
2616,19-06-14-2-002-019.001
2617,19-06-14-2-002-020.000
2618,19-06-14-2-002-021.000
2619,19-06-14-2-002-022.000
2620,19-06-14-2-002-023.000
2621,19-06-14-2-002-024.000
2622,19-06-14-2-002-025.000
2623,19-06-14-2-002-026.000
2624,19-06-14-2-002-027.000
2625,19-06-14-2-002-028.000
2626,19-06-14-2-002-029.000
2627,19-06-14-2-002-030.000
2628,19-06-14-2-002-031.000
2629,19-06-14-2-002-032.000
2630,19-06-14-2-002-033.000
2631,19-06-14-2-002-034.000
2632,19-06-14-2-002-035.000
2633,19-06-14-2-002-036.000
2634,19-06-14-2-002-037.000
2635,19-06-14-2-002-038.000
2636,19-06-14-2-002-039.000
2637,19-06-14-2-002-040.000
2638,19-06-14-2-002-041.000
2639,19-06-14-2-002-042.000
2640,19-06-14-2-002-043.000
2641,19-06-14-2-002-043.001
2642,19-06-14-2-002-043.002
2643,19-06-14-2-002-044.000
2644,19-06-14-2-002-044.001
2645,19-06-14-2-002-045.000
2646,19-06-14-2-002-046.000
2647,19-06-14-2-002-047.000
2648,19-06-14-2-002-048.000
2649,19-06-14-2-002-049.000
2650,19-06-14-2-002-050.000
2651,19-06-14-2-002-051.000
2652,19-06-14-2-002-052.000
2653,19-06-14-2-002-053.000
2654,19-06-14-2-002-054.000
2655,19-06-14-2-002-055.000
2656,19-06-14-2-002-055.001
2657,19-06-14-2-002-057.000
2658,19-06-14-2-002-058.000
2659,19-06-14-2-002-058.001
2660,19-06-14-2-002-059.000
2661,19-06-14-2-002-059.001
2662,19-06-14-2-002-060.000
2663,19-06-14-2-002-061.000
2664,19-06-14-2-002-062.000
2665,19-06-14-2-002-063.000
2666,19-06-14-2-002-063.001
2667,19-06-14-2-002-064.000
2668,19-06-14-2-002-065.000
2669,19-06-14-2-002-065.001
2670,19-06-14-2-002-066.000
2671,19-06-14-2-002-066.001
2672,19-06-14-2-002-067.000
2673,19-06-14-2-002-068.000
2674,19-06-14-2-002-069.000
2675,19-06-14-2-002-070.000
2676,19-06-14-2-002-071.000
2677,19-06-14-2-002-072.000
2678,19-06-14-2-002-073.000
2679,19-06-14-2-002-074.000
2680,19-06-14-2-002-075.000
2681,19-06-14-2-002-076.000
2682,19-06-14-2-002-076.001
2683,19-06-14-2-002-077.000
2684,19-06-14-2-002-078.000
2685,19-06-14-2-002-079.000
2686,19-06-14-2-002-080.000
2687,19-06-14-2-002-081.000
2688,19-06-14-2-002-082.000
2689,19-06-14-2-002-083.000
2690,19-06-14-2-002-084.001
2691,19-06-14-2-002-084.002
2692,19-06-14-2-002-084.003
2693,19-06-14-2-002-084.004
2694,19-06-14-2-002-084.005
2695,19-06-14-2-002-084.006
2696,19-06-14-2-002-084.007
2697,19-06-14-2-002-084.008
2698,19-06-14-2-002-084.009
2699,19-06-14-2-002-085.000
2700,19-06-14-2-002-086.000
2701,19-06-14-2-002-087.000
2702,19-06-14-2-002-088.000
2703,19-06-14-2-002-089.000
2704,19-06-14-2-002-090.000
2705,19-06-14-2-002-091.000
2706,19-06-14-2-002-092.000
2707,19-06-14-2-002-092.001
2708,19-06-14-2-002-092.002
2709,19-06-14-2-002-093.000
2710,19-06-14-2-002-094.000
2711,19-06-14-2-002-095.000
2712,19-06-14-2-002-097.000
2713,19-06-14-2-002-098.000
2714,19-06-14-2-002-099.000
2715,19-06-14-2-002-099.001
2716,19-06-14-2-002-100.000
2717,19-06-14-2-002-101.000
2718,19-06-14-2-002-102.000
2719,19-06-14-2-002-103.000
2720,19-06-14-2-002-104.000
2721,19-06-14-2-002-105.000
2722,19-06-14-2-002-106.000
2723,19-06-14-2-002-106.001
2724,19-06-14-2-002-107.000
2725,19-06-14-2-002-108.000
2726,19-06-14-2-002-109.000
2727,19-06-14-2-002-110.000
2728,19-06-14-2-002-111.000
2729,19-06-14-2-002-112.000
2730,19-06-14-2-002-113.000
2731,19-06-14-2-002-114.000
2732,19-06-14-2-002-115.000
2733,19-06-14-2-002-116.000
2734,19-06-14-2-002-117.000
2735,19-06-14-2-002-118.000
2736,19-06-14-2-002-119.000
2737,19-06-14-2-002-120.000
2738,19-06-14-2-002-121.000
2739,19-06-14-2-002-122.000
2740,19-06-14-2-002-123.000
2741,19-06-14-2-002-124.000
2742,19-06-14-2-002-125.000
2743,19-06-14-2-002-126.000
2744,19-06-14-2-002-127.000
2745,19-06-14-3-000-001.000
2746,19-06-14-3-000-002.000
2747,19-06-14-3-000-003.000
2748,19-06-14-3-000-004.000
2749,19-06-14-3-000-005.000
2750,19-06-14-3-000-006.000
2751,19-06-14-3-000-007.000
2752,19-06-14-3-000-009.000
2753,19-06-14-3-000-010.000
2754,19-06-14-3-000-011.000
2755,19-06-14-3-000-012.000
2756,19-06-14-3-000-013.000
2757,19-06-14-3-000-014.000
2758,19-06-14-3-000-015.000
2759,19-06-14-3-000-016.000
2760,19-06-14-3-000-016.001
2761,19-06-14-3-000-016.002
2762,19-06-14-3-000-016.003
2763,19-06-14-3-000-016.004
2764,19-06-14-3-000-016.005
2765,19-06-14-3-000-016.006
2766,19-06-14-3-000-016.007
2767,19-06-14-3-000-016.008
2768,19-06-14-3-000-016.009
2769,19-06-14-3-000-016.010
2770,19-06-14-3-000-016.011
2771,19-06-14-3-000-016.012
2772,19-06-14-3-000-016.013
2773,19-06-14-3-000-016.014
2774,19-06-14-3-000-016.015
2775,19-06-14-3-000-016.016
2776,19-06-14-3-000-016.017
2777,19-06-14-3-000-016.018
2778,19-06-14-3-000-016.019
2779,19-06-14-3-000-016.020
2780,19-06-14-3-000-016.021
2781,19-06-14-3-000-016.022
2782,19-06-14-3-000-016.023
2783,19-06-14-3-000-016.024
2784,19-06-14-3-000-016.025
2785,19-06-14-3-000-016.026
2786,19-06-14-3-000-016.027
2787,19-06-14-3-000-016.028
2788,19-06-14-3-000-016.029
2789,19-06-14-3-000-016.030
2790,19-06-14-3-000-016.031
2791,19-06-14-3-000-016.032
2792,19-06-14-3-000-016.033
2793,19-06-14-3-000-016.034
2794,19-06-14-3-000-016.035
2795,19-06-14-3-000-016.036
2796,19-06-14-3-000-016.037
2797,19-06-14-3-000-016.038
2798,19-06-14-3-000-016.039
2799,19-06-14-3-000-016.040
2800,19-06-14-3-000-016.041
2801,19-06-14-3-000-016.042
2802,19-06-14-3-000-016.043
2803,19-06-14-3-000-016.044
2804,19-06-14-3-000-016.045
2805,19-06-14-3-000-016.046
2806,19-06-14-3-000-016.047
2807,19-06-14-3-000-016.048
2808,19-06-14-3-000-016.049
2809,19-06-14-3-000-016.050
2810,19-06-14-3-000-016.051
2811,19-06-14-3-000-016.052
2812,19-06-14-3-000-016.053
2813,19-06-14-3-000-016.054
2814,19-06-14-3-000-016.055
2815,19-06-14-3-000-016.056
2816,19-06-14-3-000-016.057
2817,19-06-14-3-000-016.058
2818,19-06-14-3-000-016.059
2819,19-06-14-3-000-016.060
2820,19-06-14-3-000-016.061
2821,19-06-14-3-000-016.062
2822,19-06-14-3-000-016.063
2823,19-06-14-3-000-016.064
2824,19-06-14-3-000-016.065
2825,19-06-14-3-000-016.066
2826,19-06-14-3-000-016.067
2827,19-06-14-3-000-016.068
2828,19-06-14-3-000-016.069
2829,19-06-14-3-000-017.000
2830,19-06-14-3-000-018.000
2831,19-06-14-3-000-019.000
2832,19-06-14-3-000-020.000
2833,19-06-14-3-000-021.000
2834,19-06-14-3-000-022.000
2835,19-06-14-3-000-023.000
2836,19-06-14-3-000-024.000
2837,19-06-14-3-000-026.000
2838,19-06-14-3-000-027.000
2839,19-06-14-3-000-028.000
2840,19-06-14-3-000-029.000
2841,19-06-14-3-000-030.000
2842,19-06-14-3-000-031.000
2843,19-06-14-3-000-032.000
2844,19-06-14-3-000-033.000
2845,19-06-14-3-000-034.000
2846,19-06-14-3-000-035.000
2847,19-06-14-3-000-036.000
2848,19-06-14-3-000-037.000
2849,19-06-14-3-000-038.000
2850,19-06-14-3-000-039.000
2851,19-06-14-3-000-040.000
2852,19-06-14-3-000-041.000
2853,19-06-14-3-000-042.000
2854,19-06-14-3-000-043.000
2855,19-06-14-3-000-044.000
2856,19-06-14-3-000-045.000
2857,19-06-14-3-000-046.000
2858,19-06-14-3-000-047.000
2859,19-06-14-3-000-048.000
2860,19-06-14-3-000-048.001
2861,19-06-14-3-000-048.002
2862,19-06-14-3-000-048.003
2863,19-06-14-3-000-048.004
2864,19-06-14-3-000-048.005
2865,19-06-14-3-000-048.006
2866,19-06-14-3-000-048.007
2867,19-06-14-3-000-049.000
2868,19-06-14-3-000-050.000
2869,19-06-14-3-000-051.000
2870,19-06-14-3-000-051.001
2871,19-06-14-3-000-052.000
2872,19-06-14-3-000-053.000
2873,19-06-14-3-000-054.000
2874,19-06-14-3-000-055.000
2875,19-06-14-3-000-055.001
2876,19-06-14-3-000-056.000
2877,19-06-14-3-000-056.001
2878,19-06-14-3-000-057.000
2879,19-06-14-3-000-058.000
2880,19-06-14-3-000-059.000
2881,19-06-14-3-000-060.000
2882,19-06-14-3-000-062.000
2883,19-06-14-3-000-063.000
2884,19-06-14-3-000-063.001
2885,19-06-14-3-000-064.000
2886,19-06-14-3-000-064.001
2887,19-06-14-3-000-065.000
2888,19-06-14-3-000-065.001
2889,19-06-14-3-000-065.002
2890,19-06-14-3-000-065.003
2891,19-06-14-3-000-065.004
2892,19-06-14-3-000-065.005
2893,19-06-14-3-000-065.006
2894,19-06-14-3-000-065.007
2895,19-06-14-3-000-065.008
2896,19-06-14-3-000-065.009
2897,19-06-14-3-000-065.010
2898,19-06-14-3-000-065.011
2899,19-06-14-3-000-065.012
2900,19-06-14-3-000-065.013
2901,19-06-14-3-000-065.014
2902,19-06-14-3-000-065.015
2903,19-06-14-3-000-065.016
2904,19-06-14-3-000-065.017
2905,19-06-14-3-000-065.018
2906,19-06-14-3-000-065.019
2907,19-06-14-3-000-065.020
2908,19-06-14-3-000-065.021
2909,19-06-14-3-000-065.022
2910,19-06-14-3-000-065.023
2911,19-06-14-3-000-065.024
2912,19-06-14-3-000-065.025
2913,19-06-14-3-000-065.026
2914,19-06-14-3-000-065.027
2915,19-06-14-3-000-065.028
2916,19-06-14-3-000-065.029
2917,19-06-14-3-000-065.030
2918,19-06-14-3-000-065.031
2919,19-06-14-3-000-065.032
2920,19-06-14-3-000-065.033
2921,19-06-14-3-000-065.034
2922,19-06-14-3-000-065.035
2923,19-06-14-3-000-065.036
2924,19-06-14-3-000-065.037
2925,19-06-14-3-000-065.038
